0,Program,,,-1
1,List,,,0
2,CompilationUnit,,,1
3,List,,,2
4,List,,,2
5,ClassDecl,ForLoop,,4
6,Modifiers,,,5
7,List,,,6
8,Opt,,,5
9,List,,,5
10,List,,,5
11,MethodDecl,foo,,10
12,Modifiers,,,11
13,List,,,12
14,PrimitiveTypeAccess,void,,11
15,List,,,11
16,List,,,11
17,Opt,,,11
18,Block,,,17
19,List,,,18
20,VarDeclStmt,,,19
21,Modifiers,,,20
22,List,,,21
23,PrimitiveTypeAccess,int,,20
24,List,,,20
25,VariableDeclarator,a,,24
26,List,,,25
27,Opt,,,25
28,IntegerLiteral,,1,27
29,VarDeclStmt,,,19
30,Modifiers,,,29
31,List,,,30
32,PrimitiveTypeAccess,int,,29
33,List,,,29
34,VariableDeclarator,b,,33
35,List,,,34
36,Opt,,,34
37,IntegerLiteral,,3,36
38,VarDeclStmt,,,19
39,Modifiers,,,38
40,List,,,39
41,PrimitiveTypeAccess,int,,38
42,List,,,38
43,VariableDeclarator,c,,42
44,List,,,43
45,Opt,,,43
46,AddExpr,,,45
47,VarAccess,a,,46
48,VarAccess,b,,46
49,ExprStmt,,,19
50,AssignSimpleExpr,,,49
51,VarAccess,c,,50
52,AddExpr,,,50
53,VarAccess,a,,52
54,VarAccess,b,,52
55,WhileStmt,,,19
56,BooleanLiteral,,true,55
57,Block,,,55
58,List,,,57
59,ExprStmt,,,58
60,AssignSimpleExpr,,,59
61,VarAccess,b,,60
62,IntegerLiteral,,5,60
63,ForStmt,,,19
64,List,,,63
65,VarDeclStmt,,,64
66,Modifiers,,,65
67,List,,,66
68,PrimitiveTypeAccess,int,,65
69,List,,,65
70,VariableDeclarator,j,,69
71,List,,,70
72,Opt,,,70
73,IntegerLiteral,,0,72
74,Opt,,,63
75,LTExpr,,,74
76,VarAccess,j,,75
77,IntegerLiteral,,2,75
78,List,,,63
79,ExprStmt,,,78
80,AssignPlusExpr,,,79
81,VarAccess,j,,80
82,IntegerLiteral,,1,80
83,Block,,,63
84,List,,,83
85,ExprStmt,,,84
86,AssignPlusExpr,,,85
87,VarAccess,b,,86
88,IntegerLiteral,,1,86
89,ExprStmt,,,19
90,AssignSimpleExpr,,,89
91,VarAccess,b,,90
92,IntegerLiteral,,0,90
93,ClassDecl,DeletionInsertion,,4
94,Modifiers,,,93
95,List,,,94
96,Opt,,,93
97,List,,,93
98,List,,,93
99,FieldDecl,,,98
100,Modifiers,,,99
101,List,,,100
102,PrimitiveTypeAccess,int,,99
103,List,,,99
104,FieldDeclarator,b,,103
105,List,,,104
106,Opt,,,104
107,MethodDecl,foo,,98
108,Modifiers,,,107
109,List,,,108
110,PrimitiveTypeAccess,void,,107
111,List,,,107
112,List,,,107
113,Opt,,,107
114,Block,,,113
115,List,,,114
116,VarDeclStmt,,,115
117,Modifiers,,,116
118,List,,,117
119,PrimitiveTypeAccess,int,,116
120,List,,,116
121,VariableDeclarator,a,,120
122,List,,,121
123,Opt,,,121
124,VarDeclStmt,,,115
125,Modifiers,,,124
126,List,,,125
127,PrimitiveTypeAccess,int,,124
128,List,,,124
129,VariableDeclarator,b,,128
130,List,,,129
131,Opt,,,129
132,VarDeclStmt,,,115
133,Modifiers,,,132
134,List,,,133
135,PrimitiveTypeAccess,int,,132
136,List,,,132
137,VariableDeclarator,c,,136
138,List,,,137
139,Opt,,,137
140,ExprStmt,,,115
141,AssignSimpleExpr,,,140
142,VarAccess,a,,141
143,IntegerLiteral,,1,141
144,IfStmt,,,115
145,EQExpr,,,144
146,VarAccess,a,,145
147,IntegerLiteral,,1,145
148,Block,,,144
149,List,,,148
150,ExprStmt,,,149
151,AssignSimpleExpr,,,150
152,VarAccess,b,,151
153,VarAccess,a,,151
154,Opt,,,144
155,Block,,,154
156,List,,,155
157,ExprStmt,,,115
158,AssignSimpleExpr,,,157
159,VarAccess,c,,158
160,MulExpr,,,158
161,VarAccess,a,,160
162,VarAccess,a,,160

