0,target,Program,,,-1,target
1,target,List,,,0,target
2,target,CompilationUnit,,,1,target
3,target,List,,,2,target
4,target,List,,,2,target
5,target,ClassDecl,ForLoop,,4,target
6,target,Modifiers,,,5,target
7,target,List,,,6,target
8,target,Opt,,,5,target
9,target,List,,,5,target
10,target,List,,,5,target
11,target,MethodDecl,foo,,10,target
12,target,Modifiers,,,11,target
13,target,List,,,12,target
14,target,PrimitiveTypeAccess,void,,11,target
15,target,List,,,11,target
16,target,List,,,11,target
17,target,Opt,,,11,target
18,target,Block,,,17,target
19,target,List,,,18,target
20,target,VarDeclStmt,,,19,target
21,target,Modifiers,,,20,target
22,target,List,,,21,target
23,target,PrimitiveTypeAccess,int,,20,target
24,target,List,,,20,target
25,target,VariableDeclarator,a,,24,target
26,target,List,,,25,target
27,target,Opt,,,25,target
28,target,IntegerLiteral,,1,27,target
29,target,VarDeclStmt,,,19,target
30,target,Modifiers,,,29,target
31,target,List,,,30,target
32,target,PrimitiveTypeAccess,int,,29,target
33,target,List,,,29,target
34,target,VariableDeclarator,b,,33,target
35,target,List,,,34,target
36,target,Opt,,,34,target
37,target,IntegerLiteral,,3,36,target
38,left,VarDeclStmt,,,19,target
39,left,Modifiers,,,38,left
40,left,List,,,39,left
41,left,PrimitiveTypeAccess,int,,38,left
42,left,List,,,38,left
43,left,VariableDeclarator,d,,42,left
44,left,List,,,43,left
45,left,Opt,,,43,left
46,left,IntegerLiteral,,5,45,left
47,target,VarDeclStmt,,,19,target
48,target,Modifiers,,,47,target
49,target,List,,,48,target
50,target,PrimitiveTypeAccess,int,,47,target
51,target,List,,,47,target
52,target,VariableDeclarator,c,,51,target
53,target,List,,,52,target
54,target,Opt,,,52,target
55,target,AddExpr,,,54,target
56,target,VarAccess,a,,55,target
57,target,VarAccess,b,,55,target
58,right,VarDeclStmt,,,19,target
59,right,Modifiers,,,58,right
60,right,List,,,59,right
61,right,PrimitiveTypeAccess,int,,58,right
62,right,List,,,58,right
63,right,VariableDeclarator,k,,62,right
64,right,List,,,63,right
65,right,Opt,,,63,right
66,right,IntegerLiteral,,7,65,right
67,target,IfStmt,,,19,target
68,target,GTExpr,,,67,target
69,target,VarAccess,a,,68,target
70,target,IntegerLiteral,,1,68,target
71,target,Block,,,67,target
72,target,List,,,71,target
73,target,ExprStmt,,,72,target
74,target,AssignSimpleExpr,,,73,target
75,target,VarAccess,b,,74,target
76,target,VarAccess,a,,74,target
77,target,Opt,,,67,target
78,target,Block,,,77,target
79,target,List,,,78,target
80,target,ExprStmt,,,79,target
81,target,AssignSimpleExpr,,,80,target
82,left,VarAccess,a,,81,target
83,right,VarAccess,b,,81,target
84,target,VarAccess,c,,81,target
85,right,VarDeclStmt,,,19,target
86,right,Modifiers,,,85,right
87,right,List,,,86,right
88,right,PrimitiveTypeAccess,int,,85,right
89,right,List,,,85,right
90,right,VariableDeclarator,j,,89,right
91,right,List,,,90,right
92,right,Opt,,,90,right
93,right,AddExpr,,,92,right
94,right,VarAccess,b,,93,right
95,right,VarAccess,c,,93,right
96,right,MethodDecl,fox,,10,target
97,right,Modifiers,,,96,right
98,right,List,,,97,right
99,right,PrimitiveTypeAccess,void,,96,right
100,right,List,,,96,right
101,right,List,,,96,right
102,right,Opt,,,96,right
103,right,Block,,,102,right
104,right,List,,,103,right
105,right,IfStmt,,,104,right
106,right,GTExpr,,,105,right
107,right,VarAccess,a,,106,right
108,right,IntegerLiteral,,1,106,right
109,right,Block,,,105,right
110,right,List,,,109,right
111,right,VarDeclStmt,,,110,right
112,right,Modifiers,,,111,right
113,right,List,,,112,right
114,right,PrimitiveTypeAccess,int,,111,right
115,right,List,,,111,right
116,right,VariableDeclarator,a,,115,right
117,right,List,,,116,right
118,right,Opt,,,116,right
119,right,IntegerLiteral,,1,118,right
120,right,VarDeclStmt,,,110,right
121,right,Modifiers,,,120,right
122,right,List,,,121,right
123,right,PrimitiveTypeAccess,int,,120,right
124,right,List,,,120,right
125,right,VariableDeclarator,b,,124,right
126,right,List,,,125,right
127,right,Opt,,,125,right
128,right,IntegerLiteral,,3,127,right
129,right,VarDeclStmt,,,110,right
130,right,Modifiers,,,129,right
131,right,List,,,130,right
132,right,PrimitiveTypeAccess,int,,129,right
133,right,List,,,129,right
134,right,VariableDeclarator,c,,133,right
135,right,List,,,134,right
136,right,Opt,,,134,right
137,right,AddExpr,,,136,right
138,right,VarAccess,a,,137,right
139,right,VarAccess,b,,137,right
140,right,VarDeclStmt,,,110,right
141,right,Modifiers,,,140,right
142,right,List,,,141,right
143,right,PrimitiveTypeAccess,int,,140,right
144,right,List,,,140,right
145,right,VariableDeclarator,k,,144,right
146,right,List,,,145,right
147,right,Opt,,,145,right
148,right,IntegerLiteral,,7,147,right
149,right,ExprStmt,,,110,right
150,right,AssignSimpleExpr,,,149,right
151,right,VarAccess,b,,150,right
152,right,VarAccess,a,,150,right
153,right,Opt,,,105,right
154,right,VarDeclStmt,,,104,right
155,right,Modifiers,,,154,right
156,right,List,,,155,right
157,right,PrimitiveTypeAccess,int,,154,right
158,right,List,,,154,right
159,right,VariableDeclarator,i,,158,right
160,right,List,,,159,right
161,right,Opt,,,159,right
162,right,IntegerLiteral,,1,161,right
