right,0,Program,,,-1
right,1,List,,,0
right,2,CompilationUnit,,,1
right,3,List,,,2
right,4,List,,,2
right,5,ClassDecl,Schwarz,,4
right,6,Modifiers,,,5
right,7,List,,,6
right,8,Opt,,,5
right,9,List,,,5
right,10,List,,,5
right,11,MethodDecl,foo,,10
right,12,Modifiers,,,11
right,13,List,,,12
right,14,TypeAccess,Integer,,11
right,15,List,,,11
right,16,List,,,11
right,17,Opt,,,11
right,18,Block,,,17
right,19,List,,,18
right,20,VarDeclStmt,,,19
right,21,Modifiers,,,20
right,22,List,,,21
right,23,TypeAccess,Integer,,20
right,24,List,,,20
right,25,VariableDeclarator,x,,24
right,26,List,,,25
right,27,Opt,,,25
right,28,VariableDeclarator,y,,24
right,29,List,,,28
right,30,Opt,,,28
right,31,VariableDeclarator,z,,24
right,32,List,,,31
right,33,Opt,,,31
right,34,ExprStmt,,,19
right,35,AssignSimpleExpr,,,34
right,36,VarAccess,x,,35
right,37,IntegerLiteral,,1,35
right,38,WhileStmt,,,19
right,39,GTExpr,,,38
right,40,VarAccess,x,,39
right,41,IntegerLiteral,,1,39
right,42,Block,,,38
right,43,List,,,42
right,44,ExprStmt,,,43
right,45,AssignSimpleExpr,,,44
right,46,VarAccess,y,,45
right,47,DivExpr,,,45
right,48,VarAccess,x,,47
right,49,IntegerLiteral,,2,47
right,50,IfStmt,,,43
right,51,GTExpr,,,50
right,52,VarAccess,y,,51
right,53,IntegerLiteral,,3,51
right,54,Block,,,50
right,55,List,,,54
right,56,ExprStmt,,,55
right,57,AssignSimpleExpr,,,56
right,58,VarAccess,x,,57
right,59,SubExpr,,,57
right,60,VarAccess,x,,59
right,61,VarAccess,y,,59
right,62,Opt,,,50
right,63,Block,,,62
right,64,List,,,63
right,65,ExprStmt,,,64
right,66,AssignSimpleExpr,,,65
right,67,VarAccess,x,,66
right,68,MulExpr,,,66
right,69,VarAccess,x,,68
right,70,VarAccess,x,,68
right,71,ExprStmt,,,43
right,72,AssignSimpleExpr,,,71
right,73,VarAccess,z,,72
right,74,SubExpr,,,72
right,75,VarAccess,x,,74
right,76,IntegerLiteral,,4,74
right,77,IfStmt,,,43
right,78,GTExpr,,,77
right,79,VarAccess,z,,78
right,80,IntegerLiteral,,0,78
right,81,Block,,,77
right,82,List,,,81
right,83,ExprStmt,,,82
right,84,AssignSimpleExpr,,,83
right,85,VarAccess,x,,84
right,86,DivExpr,,,84
right,87,VarAccess,x,,86
right,88,IntegerLiteral,,2,86
right,89,Opt,,,77
right,90,ExprStmt,,,43
right,91,AssignSimpleExpr,,,90
right,92,VarAccess,z,,91
right,93,SubExpr,,,91
right,94,VarAccess,z,,93
right,95,IntegerLiteral,,1,93
right,96,ExprStmt,,,43
right,97,AssignMinusExpr,,,96
right,98,VarAccess,z,,97
right,99,IntegerLiteral,,1,97
right,100,ExprStmt,,,43
right,101,AssignMinusExpr,,,100
right,102,VarAccess,z,,101
right,103,VarAccess,b,,101
right,104,ExprStmt,,,43
right,105,AssignMulExpr,,,104
right,106,VarAccess,z,,105
right,107,IntegerLiteral,,1,105
right,108,ExprStmt,,,43
