right,5,5,ClassDecl,Schwarz,,4
right,5,6,Modifiers,,,5
right,5,7,List,,,6
right,5,8,Opt,,,5
right,5,9,List,,,5
right,5,10,List,,,5
right,11,11,MethodDecl,foo,,10
right,11,12,Modifiers,,,11
right,11,13,List,,,12
right,11,14,TypeAccess,Integer,,11
right,11,15,List,,,11
right,11,16,List,,,11
right,11,17,Opt,,,11
right,11,18,Block,,,17
right,11,19,List,,,18
right,11,20,VarDeclStmt,,,19
right,11,21,Modifiers,,,20
right,11,22,List,,,21
right,11,23,TypeAccess,Integer,,20
right,11,24,List,,,20
right,11,25,VariableDeclarator,x,,24
right,11,26,List,,,25
right,11,27,Opt,,,25
right,11,28,VariableDeclarator,y,,24
right,11,29,List,,,28
right,11,30,Opt,,,28
right,11,31,VariableDeclarator,z,,24
right,11,32,List,,,31
right,11,33,Opt,,,31
right,11,34,ExprStmt,,,19
right,11,35,AssignSimpleExpr,,,34
right,11,36,VarAccess,x,,35
right,11,37,IntegerLiteral,,1,35
right,11,38,WhileStmt,,,19
right,11,39,GTExpr,,,38
right,11,40,VarAccess,x,,39
right,11,41,IntegerLiteral,,1,39
right,42,42,Block,,,38
right,42,43,List,,,42
right,42,44,ExprStmt,,,43
right,42,45,AssignSimpleExpr,,,44
right,42,46,VarAccess,y,,45
right,42,47,DivExpr,,,45
right,42,48,VarAccess,x,,47
right,42,49,IntegerLiteral,,2,47
right,42,50,IfStmt,,,43
right,42,51,GTExpr,,,50
right,42,52,VarAccess,y,,51
right,42,53,IntegerLiteral,,3,51
right,54,54,Block,,,50
right,54,55,List,,,54
right,54,56,ExprStmt,,,55
right,54,57,AssignSimpleExpr,,,56
right,54,58,VarAccess,x,,57
right,54,59,SubExpr,,,57
right,54,60,VarAccess,x,,59
right,54,61,VarAccess,y,,59
right,62,62,Opt,,,50
right,62,63,Block,,,62
right,62,64,List,,,63
right,62,65,ExprStmt,,,64
right,62,66,AssignSimpleExpr,,,65
right,62,67,VarAccess,x,,66
right,62,68,MulExpr,,,66
right,62,69,VarAccess,x,,68
right,62,70,VarAccess,x,,68
right,71,71,ExprStmt,,,43
right,71,72,AssignSimpleExpr,,,71
right,71,73,VarAccess,z,,72
right,71,74,SubExpr,,,72
right,71,75,VarAccess,x,,74
right,71,76,IntegerLiteral,,4,74
right,71,77,IfStmt,,,43
right,71,78,GTExpr,,,77
right,71,79,VarAccess,z,,78
right,71,80,IntegerLiteral,,0,78
right,81,81,Block,,,77
right,81,82,List,,,81
right,81,83,ExprStmt,,,82
right,81,84,AssignSimpleExpr,,,83
right,81,85,VarAccess,x,,84
right,81,86,DivExpr,,,84
right,81,87,VarAccess,x,,86
right,81,88,IntegerLiteral,,2,86
right,89,89,Opt,,,77
right,90,90,ExprStmt,,,43
right,90,91,AssignSimpleExpr,,,90
right,90,92,VarAccess,z,,91
right,90,93,SubExpr,,,91
right,90,94,VarAccess,z,,93
right,90,95,IntegerLiteral,,1,93
right,90,96,ExprStmt,,,43
right,90,97,AssignMinusExpr,,,96
right,90,98,VarAccess,z,,97
right,90,99,IntegerLiteral,,1,97
right,90,100,ExprStmt,,,43
right,90,101,AssignMinusExpr,,,100
right,90,102,VarAccess,z,,101
right,90,103,VarAccess,b,,101
right,90,104,ExprStmt,,,43
right,90,105,AssignMulExpr,,,104
right,90,106,VarAccess,z,,105
right,90,107,IntegerLiteral,,1,105
right,90,108,ExprStmt,,,43
right,90,109,AssignDivExpr,,,108
right,90,110,VarAccess,z,,109
right,90,111,IntegerLiteral,,2,109
right,112,112,ForStmt,,,19
right,112,113,List,,,112
right,112,114,VarDeclStmt,,,113
right,112,115,Modifiers,,,114
right,112,116,List,,,115
right,112,117,PrimitiveTypeAccess,int,,114
right,112,118,List,,,114
right,112,123,VariableDeclarator,i,,118
right,112,124,List,,,123
right,112,125,Opt,,,123
right,112,126,IntegerLiteral,,0,125
right,112,127,Opt,,,112
right,112,128,LTExpr,,,127
right,112,129,VarAccess,i,,128
right,112,130,IntegerLiteral,,1,128
right,112,131,List,,,112
right,112,132,ExprStmt,,,131
right,112,133,AssignPlusExpr,,,132
right,112,134,VarAccess,i,,133
right,112,135,IntegerLiteral,,1,133
right,136,136,Block,,,112
right,136,137,List,,,136
right,136,138,BreakStmt,,,137
right,139,139,ReturnStmt,,,19
right,139,140,Opt,,,139
right,139,141,VarAccess,x,,140
left,5,5,ClassDecl,Schwarz,,4
left,5,6,Modifiers,,,5
left,5,7,List,,,6
left,5,8,Opt,,,5
left,5,9,List,,,5
left,5,10,List,,,5
left,11,11,MethodDecl,foo,,10
left,11,12,Modifiers,,,11
left,11,13,List,,,12
left,11,14,TypeAccess,Integer,,11
left,11,15,List,,,11
left,11,16,List,,,11
left,11,17,Opt,,,11
left,11,18,Block,,,17
left,11,19,List,,,18
left,11,20,VarDeclStmt,,,19
left,11,21,Modifiers,,,20
left,11,22,List,,,21
left,11,23,TypeAccess,Integer,,20
left,11,24,List,,,20
left,11,25,VariableDeclarator,x,,24
left,11,26,List,,,25
left,11,27,Opt,,,25
left,11,28,VariableDeclarator,y,,24
left,11,29,List,,,28
left,11,30,Opt,,,28
left,11,31,VariableDeclarator,z,,24
left,11,32,List,,,31
left,11,33,Opt,,,31
left,11,34,ExprStmt,,,19
left,11,35,AssignSimpleExpr,,,34
left,11,36,VarAccess,x,,35
left,11,37,IntegerLiteral,,1,35
left,11,38,WhileStmt,,,19
left,11,39,GTExpr,,,38
left,11,40,VarAccess,x,,39
left,11,41,IntegerLiteral,,1,39
left,42,42,Block,,,38
left,42,43,List,,,42
left,42,44,ExprStmt,,,43
left,42,45,AssignSimpleExpr,,,44
left,42,46,VarAccess,y,,45
left,42,47,DivExpr,,,45
left,42,48,VarAccess,x,,47
left,42,49,IntegerLiteral,,2,47
left,42,50,IfStmt,,,43
left,42,51,GTExpr,,,50
left,42,52,VarAccess,y,,51
left,42,53,IntegerLiteral,,3,51
left,54,54,Block,,,50
left,54,55,List,,,54
left,54,56,ExprStmt,,,55
left,54,57,AssignSimpleExpr,,,56
left,54,58,VarAccess,x,,57
left,54,59,SubExpr,,,57
left,54,60,VarAccess,x,,59
left,54,61,VarAccess,y,,59
left,62,62,Opt,,,50
left,71,71,ExprStmt,,,43
left,71,72,AssignSimpleExpr,,,71
left,71,73,VarAccess,z,,72
left,71,74,SubExpr,,,72
left,71,75,VarAccess,x,,74
left,71,76,IntegerLiteral,,4,74
left,71,77,IfStmt,,,43
left,71,78,GTExpr,,,77
left,71,79,VarAccess,z,,78
left,71,80,IntegerLiteral,,0,78
left,81,81,Block,,,77
left,81,82,List,,,81
left,81,83,ExprStmt,,,82
left,81,84,AssignSimpleExpr,,,83
left,81,85,VarAccess,x,,84
left,81,86,DivExpr,,,84
left,81,87,VarAccess,x,,86
left,81,88,IntegerLiteral,,2,86
left,89,89,Opt,,,77
left,90,90,ExprStmt,,,43
left,90,91,AssignSimpleExpr,,,90
left,90,92,VarAccess,z,,91
left,90,93,SubExpr,,,91
left,90,94,VarAccess,z,,93
left,90,95,IntegerLiteral,,1,93
left,112,112,ForStmt,,,19
left,112,113,List,,,112
left,112,114,VarDeclStmt,,,113
left,112,115,Modifiers,,,114
left,112,116,List,,,115
left,112,117,PrimitiveTypeAccess,int,,114
left,112,118,List,,,114
left,112,119,VariableDeclarator,j,,118
left,112,120,List,,,119
left,112,121,Opt,,,119
left,112,122,IntegerLiteral,,0,121
left,112,127,Opt,,,112
left,112,128,LTExpr,,,127
left,112,129,VarAccess,i,,128
left,112,130,IntegerLiteral,,1,128
left,112,131,List,,,112
left,112,132,ExprStmt,,,131
left,112,133,AssignPlusExpr,,,132
left,112,134,VarAccess,i,,133
left,112,135,IntegerLiteral,,1,133
left,136,136,Block,,,112
left,136,137,List,,,136
left,136,138,BreakStmt,,,137
left,139,139,ReturnStmt,,,19
left,139,140,Opt,,,139
left,139,141,VarAccess,x,,140
