0,target,Program,,,-1,target
1,target,List,,,0,target
2,target,CompilationUnit,,,1,target
3,target,List,,,2,target
4,target,List,,,2,target
5,target,ClassDecl,Schwarz,,4,target
6,target,Modifiers,,,5,target
7,target,List,,,6,target
8,target,Opt,,,5,target
9,target,List,,,5,target
10,target,List,,,5,target
11,target,MethodDecl,foo,,10,target
12,target,Modifiers,,,11,target
13,target,List,,,12,target
14,target,TypeAccess,Integer,,11,target
15,target,List,,,11,target
16,target,List,,,11,target
17,target,Opt,,,11,target
18,target,Block,,,17,target
19,target,List,,,18,target
20,target,VarDeclStmt,,,19,target
21,target,Modifiers,,,20,target
22,target,List,,,21,target
23,target,TypeAccess,Integer,,20,target
24,target,List,,,20,target
25,target,VariableDeclarator,x,,24,target
26,target,List,,,25,target
27,target,Opt,,,25,target
28,target,VariableDeclarator,y,,24,target
29,target,List,,,28,target
30,target,Opt,,,28,target
31,target,VariableDeclarator,z,,24,target
32,target,List,,,31,target
33,target,Opt,,,31,target
34,target,ExprStmt,,,19,target
35,target,AssignSimpleExpr,,,34,target
36,target,VarAccess,x,,35,target
37,target,IntegerLiteral,,1,35,target
38,target,WhileStmt,,,19,target
39,target,GTExpr,,,38,target
40,target,VarAccess,x,,39,target
41,target,IntegerLiteral,,1,39,target
42,target,Block,,,38,target
43,target,List,,,42,target
44,target,ExprStmt,,,43,target
45,target,AssignSimpleExpr,,,44,target
46,target,VarAccess,y,,45,target
47,target,DivExpr,,,45,target
48,target,VarAccess,x,,47,target
49,target,IntegerLiteral,,2,47,target
50,target,IfStmt,,,43,target
51,target,GTExpr,,,50,target
52,target,VarAccess,y,,51,target
53,target,IntegerLiteral,,3,51,target
54,target,Block,,,50,target
55,target,List,,,54,target
56,target,ExprStmt,,,55,target
57,target,AssignSimpleExpr,,,56,target
58,target,VarAccess,x,,57,target
59,target,SubExpr,,,57,target
60,target,VarAccess,x,,59,target
61,target,VarAccess,y,,59,target
62,target,Opt,,,50,target
63,right,Block,,,62,target
64,right,List,,,63,right
65,right,ExprStmt,,,64,right
66,right,AssignSimpleExpr,,,65,right
67,right,VarAccess,x,,66,right
68,right,MulExpr,,,66,right
69,right,VarAccess,x,,68,right
70,right,VarAccess,x,,68,right
71,target,ExprStmt,,,43,target
72,target,AssignSimpleExpr,,,71,target
73,target,VarAccess,z,,72,target
74,target,SubExpr,,,72,target
75,target,VarAccess,x,,74,target
76,target,IntegerLiteral,,4,74,target
77,target,IfStmt,,,43,target
78,target,GTExpr,,,77,target
79,target,VarAccess,z,,78,target
80,target,IntegerLiteral,,0,78,target
81,target,Block,,,77,target
82,target,List,,,81,target
83,target,ExprStmt,,,82,target
84,target,AssignSimpleExpr,,,83,target
85,target,VarAccess,x,,84,target
86,target,DivExpr,,,84,target
87,target,VarAccess,x,,86,target
88,target,IntegerLiteral,,2,86,target
89,target,Opt,,,77,target
90,target,ExprStmt,,,43,target
91,target,AssignSimpleExpr,,,90,target
92,target,VarAccess,z,,91,target
93,target,SubExpr,,,91,target
94,target,VarAccess,z,,93,target
95,target,IntegerLiteral,,1,93,target
96,right,ExprStmt,,,43,target
97,right,AssignMinusExpr,,,96,right
98,right,VarAccess,z,,97,right
99,right,IntegerLiteral,,1,97,right
100,right,ExprStmt,,,43,target
101,right,AssignMinusExpr,,,100,right
102,right,VarAccess,z,,101,right
103,right,VarAccess,b,,101,right
104,right,ExprStmt,,,43,target
105,right,AssignMulExpr,,,104,right
106,right,VarAccess,z,,105,right
107,right,IntegerLiteral,,1,105,right
108,right,ExprStmt,,,43,target
109,right,AssignDivExpr,,,108,right
110,right,VarAccess,z,,109,right
111,right,IntegerLiteral,,2,109,right
112,target,ForStmt,,,19,target
113,target,List,,,112,target
114,target,VarDeclStmt,,,113,target
115,target,Modifiers,,,114,target
116,target,List,,,115,target
117,target,PrimitiveTypeAccess,int,,114,target
118,target,List,,,114,target
119,left,VariableDeclarator,j,,118,target
120,left,List,,,119,left
121,left,Opt,,,119,left
122,left,IntegerLiteral,,0,121,left
123,right,VariableDeclarator,i,,118,target
124,right,List,,,123,right
125,right,Opt,,,123,right
126,right,IntegerLiteral,,0,125,right
127,target,Opt,,,112,target
128,target,LTExpr,,,127,target
129,target,VarAccess,i,,128,target
130,target,IntegerLiteral,,1,128,target
131,target,List,,,112,target
132,target,ExprStmt,,,131,target
133,target,AssignPlusExpr,,,132,target
134,target,VarAccess,i,,133,target
135,target,IntegerLiteral,,1,133,target
136,target,Block,,,112,target
137,target,List,,,136,target
138,target,BreakStmt,,,137,target
139,target,ReturnStmt,,,19,target
140,target,Opt,,,139,target
141,target,VarAccess,x,,140,target
