0,Program,,,-1
1,List,,,0
2,CompilationUnit,,,1
3,List,,,2
4,List,,,2
5,ClassDecl,ForLoop,,4
6,Modifiers,,,5
7,List,,,6
8,Opt,,,5
9,List,,,5
10,List,,,5
11,MethodDecl,foo,,10
12,Modifiers,,,11
13,List,,,12
14,PrimitiveTypeAccess,void,,11
15,List,,,11
16,List,,,11
17,Opt,,,11
18,Block,,,17
19,List,,,18
20,VarDeclStmt,,,19
21,Modifiers,,,20
22,List,,,21
23,PrimitiveTypeAccess,int,,20
24,List,,,20
25,VariableDeclarator,a,,24
26,List,,,25
27,Opt,,,25
28,VarDeclStmt,,,19
29,Modifiers,,,28
30,List,,,29
31,PrimitiveTypeAccess,int,,28
32,List,,,28
33,VariableDeclarator,b,,32
34,List,,,33
35,Opt,,,33
36,ExprStmt,,,19
37,AssignSimpleExpr,,,36
38,VarAccess,a,,37
39,IntegerLiteral,,1,37
40,WhileStmt,,,19
41,BooleanLiteral,,true,40
42,Block,,,40
43,List,,,42
44,ExprStmt,,,43
45,AssignSimpleExpr,,,44
46,VarAccess,b,,45
47,IntegerLiteral,,5,45
48,BreakStmt,,,43
49,ForStmt,,,19
50,List,,,49
51,VarDeclStmt,,,50
52,Modifiers,,,51
53,List,,,52
54,PrimitiveTypeAccess,int,,51
55,List,,,51
56,VariableDeclarator,j,,55
57,List,,,56
58,Opt,,,56
59,IntegerLiteral,,0,58
60,Opt,,,49
61,LTExpr,,,60
62,VarAccess,j,,61
63,IntegerLiteral,,2,61
64,List,,,49
65,ExprStmt,,,64
66,AssignPlusExpr,,,65
67,VarAccess,j,,66
68,IntegerLiteral,,1,66
69,Block,,,49
70,List,,,69
71,ExprStmt,,,70
72,AssignPlusExpr,,,71
73,VarAccess,b,,72
74,IntegerLiteral,,1,72
75,ExprStmt,,,19
76,AssignSimpleExpr,,,75
77,VarAccess,b,,76
78,IntegerLiteral,,0,76
79,ClassDecl,DeletionInsertion,,4
80,Modifiers,,,79
81,List,,,80
82,Opt,,,79
83,List,,,79
84,List,,,79
85,MethodDecl,foo,,84
86,Modifiers,,,85
87,List,,,86
88,PrimitiveTypeAccess,void,,85
89,List,,,85
90,List,,,85
91,Opt,,,85
92,Block,,,91
93,List,,,92
94,VarDeclStmt,,,93
95,Modifiers,,,94
96,List,,,95
97,PrimitiveTypeAccess,int,,94
98,List,,,94
99,VariableDeclarator,a,,98
100,List,,,99
101,Opt,,,99
102,VarDeclStmt,,,93
103,Modifiers,,,102
104,List,,,103
105,PrimitiveTypeAccess,int,,102
106,List,,,102
107,VariableDeclarator,b,,106
108,List,,,107
109,Opt,,,107
110,ExprStmt,,,93
111,AssignSimpleExpr,,,110
112,VarAccess,a,,111
113,IntegerLiteral,,1,111
114,IfStmt,,,93
115,EQExpr,,,114
116,VarAccess,a,,115
117,IntegerLiteral,,1,115
118,Block,,,114
119,List,,,118
120,ExprStmt,,,119
121,AssignSimpleExpr,,,120
122,VarAccess,b,,121
123,IntegerLiteral,,2,121
124,Opt,,,114
125,Block,,,124
126,List,,,125
127,ExprStmt,,,126
128,AssignSimpleExpr,,,127
129,VarAccess,b,,128
130,IntegerLiteral,,3,128
131,VarDeclStmt,,,93
132,Modifiers,,,131
133,List,,,132
134,PrimitiveTypeAccess,int,,131
135,List,,,131
136,VariableDeclarator,c,,135
137,List,,,136
138,Opt,,,136
139,IntegerLiteral,,5,138
140,ClassDecl,ForLoop,,4
141,Modifiers,,,140
142,List,,,141
143,Opt,,,140
144,List,,,140
145,List,,,140
146,MethodDecl,foo,,145
147,Modifiers,,,146
148,List,,,147
149,PrimitiveTypeAccess,void,,146
150,List,,,146
151,List,,,146
152,Opt,,,146
153,Block,,,152
154,List,,,153
155,VarDeclStmt,,,154
156,Modifiers,,,155
157,List,,,156
158,PrimitiveTypeAccess,int,,155
159,List,,,155
160,VariableDeclarator,a,,159
161,List,,,160
162,Opt,,,160
163,VarDeclStmt,,,154
164,Modifiers,,,163
165,List,,,164
166,PrimitiveTypeAccess,int,,163
167,List,,,163
168,VariableDeclarator,b,,167
169,List,,,168
170,Opt,,,168
171,ExprStmt,,,154
172,AssignSimpleExpr,,,171
173,VarAccess,a,,172
174,IntegerLiteral,,1,172
175,ExprStmt,,,154
176,AssignSimpleExpr,,,175
177,VarAccess,b,,176
178,ConditionalExpr,,,176
179,GTExpr,,,178
180,VarAccess,a,,179
181,IntegerLiteral,,0,179
182,MethodAccess,B,,178
183,List,,,182
184,IntegerLiteral,,1,183
185,MethodAccess,B,,178
186,List,,,185
187,IntegerLiteral,,0,186
188,MethodDecl,B,,145
189,Modifiers,,,188
190,List,,,189
191,PrimitiveTypeAccess,int,,188
192,List,,,188
193,ParameterDeclaration,b,,192
194,Modifiers,,,193
195,List,,,194
196,PrimitiveTypeAccess,int,,193
197,List,,,188
198,Opt,,,188
199,Block,,,198
200,List,,,199
201,IfStmt,,,200
202,EQExpr,,,201
203,ModExpr,,,202
204,VarAccess,b,,203
205,IntegerLiteral,,2,203
206,IntegerLiteral,,1,202
207,ReturnStmt,,,201
208,Opt,,,207
209,IntegerLiteral,,1,208
210,Opt,,,201
211,ReturnStmt,,,210
212,Opt,,,211
213,IntegerLiteral,,0,212
214,ClassDecl,XX,,4
215,Modifiers,,,214
216,List,,,215
217,Opt,,,214
218,List,,,214
219,List,,,214
220,MethodDecl,foo,,219
221,Modifiers,,,220
222,List,,,221
223,PrimitiveTypeAccess,void,,220
224,List,,,220
225,List,,,220
226,Opt,,,220
227,Block,,,226
228,List,,,227
229,VarDeclStmt,,,228
230,Modifiers,,,229
231,List,,,230
232,PrimitiveTypeAccess,int,,229
233,List,,,229
234,VariableDeclarator,a,,233
235,List,,,234
236,Opt,,,234
237,IntegerLiteral,,1,236
238,VarDeclStmt,,,228
239,Modifiers,,,238
240,List,,,239
241,PrimitiveTypeAccess,int,,238
242,List,,,238
243,VariableDeclarator,b,,242
244,List,,,243
245,Opt,,,243
246,SwitchStmt,,,228
247,VarAccess,a,,246
248,Block,,,246
249,List,,,248
250,ConstCase,,,249
251,IntegerLiteral,,1,250
252,Block,,,249
253,List,,,252
254,ExprStmt,,,253
255,AssignSimpleExpr,,,254
256,VarAccess,b,,255
257,IntegerLiteral,,1,255
258,ConstCase,,,249
259,IntegerLiteral,,2,258
260,Block,,,249
261,List,,,260
262,ExprStmt,,,261
263,AssignSimpleExpr,,,262
264,VarAccess,b,,263
265,IntegerLiteral,,2,263
266,BreakStmt,,,261
267,DefaultCase,,,249
268,Block,,,249
269,List,,,268
270,ExprStmt,,,269
271,AssignSimpleExpr,,,270
272,VarAccess,b,,271
273,IntegerLiteral,,3,271
274,ClassDecl,SurroundWithTry,,4
275,Modifiers,,,274
276,List,,,275
277,Modifier,public,,276
278,Opt,,,274
279,List,,,274
280,List,,,274
281,MethodDecl,doSmth,,280
282,Modifiers,,,281
283,List,,,282
284,Modifier,public,,283
285,PrimitiveTypeAccess,void,,281
286,List,,,281
287,List,,,281
288,Opt,,,281
289,Block,,,288
290,List,,,289
291,TryStmt,,,290
292,Block,,,291
293,List,,,292
294,VarDeclStmt,,,293
295,Modifiers,,,294
296,List,,,295
297,TypeAccess,String,,294
298,List,,,294
299,VariableDeclarator,s,,298
300,List,,,299
301,Opt,,,299
302,MethodAccess,ex,,301
303,List,,,302
304,List,,,291
305,BasicCatch,,,304
306,ParameterDeclaration,e,,305
307,Modifiers,,,306
308,List,,,307
309,TypeAccess,RuntimeException,,306
310,Block,,,305
311,List,,,310
312,ExprStmt,,,311
